sample_Id.short	dir_Id	cell_Id	sequence_Id	sample_Id.ori	cell_state	mouse_Id	sample_type
294M4_GFP-_171208_l8_092	294M4_GFP-_171208_l8	047	092	171208_Hiseq2B_l8_092_N708-N508_Dr_Sato_294M4_GFP-	0	294M4	GFP-
294M4_GFP-_171208_l8_093	294M4_GFP-_171208_l8	048	093	171208_Hiseq2B_l8_093_N709-N508_Dr_Sato_294M4_GFP-	0	294M4	GFP-
294M4_GFP-_171208_l8_094	294M4_GFP-_171208_l8	096	094	171208_Hiseq2B_l8_094_N710-N508_Dr_Sato_294M4_GFP-	0	294M4	GFP-
294M4_GFP-_171208_l8_095	294M4_GFP-_171208_l8	095	095	171208_Hiseq2B_l8_095_N711-N508_Dr_Sato_294M4_GFP-	1	294M4	GFP-
294M4_GFP-_171208_l8_096	294M4_GFP-_171208_l8	094	096	171208_Hiseq2B_l8_096_N712-N508_Dr_Sato_294M4_GFP-	1	294M4	GFP-
296M1_GFP+_180208_l1_001	296M1_GFP+_180208_l1	003	001	180208_Hiseq3A_l1_001_N701-N517_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_002	296M1_GFP+_180208_l1	002	002	180208_Hiseq3A_l1_002_N702-N517_Dr_Sato_296M1_GFP+	0	296M1	GFP+
296M1_GFP+_180208_l1_003	296M1_GFP+_180208_l1	001	003	180208_Hiseq3A_l1_003_N703-N517_Dr_Sato_296M1_GFP+	0	296M1	GFP+
296M1_GFP+_180208_l1_004	296M1_GFP+_180208_l1	049	004	180208_Hiseq3A_l1_004_N704-N517_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_005	296M1_GFP+_180208_l1	050	005	180208_Hiseq3A_l1_005_N705-N517_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_006	296M1_GFP+_180208_l1	051	006	180208_Hiseq3A_l1_006_N706-N517_Dr_Sato_296M1_GFP+	0	296M1	GFP+
296M1_GFP+_180208_l1_007	296M1_GFP+_180208_l1	006	007	180208_Hiseq3A_l1_007_N707-N517_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_008	296M1_GFP+_180208_l1	005	008	180208_Hiseq3A_l1_008_N708-N517_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_009	296M1_GFP+_180208_l1	004	009	180208_Hiseq3A_l1_009_N709-N517_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_010	296M1_GFP+_180208_l1	052	010	180208_Hiseq3A_l1_010_N710-N517_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_011	296M1_GFP+_180208_l1	053	011	180208_Hiseq3A_l1_011_N711-N517_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_012	296M1_GFP+_180208_l1	054	012	180208_Hiseq3A_l1_012_N712-N517_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_013	296M1_GFP+_180208_l1	009	013	180208_Hiseq3A_l1_013_N701-N502_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_014	296M1_GFP+_180208_l1	008	014	180208_Hiseq3A_l1_014_N702-N502_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_015	296M1_GFP+_180208_l1	007	015	180208_Hiseq3A_l1_015_N703-N502_Dr_Sato_296M1_GFP+	0	296M1	GFP+
296M1_GFP+_180208_l1_016	296M1_GFP+_180208_l1	055	016	180208_Hiseq3A_l1_016_N704-N502_Dr_Sato_296M1_GFP+	0	296M1	GFP+
296M1_GFP+_180208_l1_017	296M1_GFP+_180208_l1	056	017	180208_Hiseq3A_l1_017_N705-N502_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_018	296M1_GFP+_180208_l1	057	018	180208_Hiseq3A_l1_018_N706-N502_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_019	296M1_GFP+_180208_l1	012	019	180208_Hiseq3A_l1_019_N707-N502_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_020	296M1_GFP+_180208_l1	011	020	180208_Hiseq3A_l1_020_N708-N502_Dr_Sato_296M1_GFP+	0	296M1	GFP+
296M1_GFP+_180208_l1_021	296M1_GFP+_180208_l1	010	021	180208_Hiseq3A_l1_021_N709-N502_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_022	296M1_GFP+_180208_l1	058	022	180208_Hiseq3A_l1_022_N710-N502_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_023	296M1_GFP+_180208_l1	059	023	180208_Hiseq3A_l1_023_N711-N502_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_024	296M1_GFP+_180208_l1	060	024	180208_Hiseq3A_l1_024_N712-N502_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_025	296M1_GFP+_180208_l1	015	025	180208_Hiseq3A_l1_025_N701-N503_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_026	296M1_GFP+_180208_l1	014	026	180208_Hiseq3A_l1_026_N702-N503_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_027	296M1_GFP+_180208_l1	013	027	180208_Hiseq3A_l1_027_N703-N503_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_028	296M1_GFP+_180208_l1	061	028	180208_Hiseq3A_l1_028_N704-N503_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_029	296M1_GFP+_180208_l1	062	029	180208_Hiseq3A_l1_029_N705-N503_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_030	296M1_GFP+_180208_l1	063	030	180208_Hiseq3A_l1_030_N706-N503_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_031	296M1_GFP+_180208_l1	018	031	180208_Hiseq3A_l1_031_N707-N503_Dr_Sato_296M1_GFP+	0	296M1	GFP+
296M1_GFP+_180208_l1_032	296M1_GFP+_180208_l1	017	032	180208_Hiseq3A_l1_032_N708-N503_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_033	296M1_GFP+_180208_l1	016	033	180208_Hiseq3A_l1_033_N709-N503_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_034	296M1_GFP+_180208_l1	064	034	180208_Hiseq3A_l1_034_N710-N503_Dr_Sato_296M1_GFP+	0	296M1	GFP+
296M1_GFP+_180208_l1_035	296M1_GFP+_180208_l1	065	035	180208_Hiseq3A_l1_035_N711-N503_Dr_Sato_296M1_GFP+	0	296M1	GFP+
296M1_GFP+_180208_l1_036	296M1_GFP+_180208_l1	066	036	180208_Hiseq3A_l1_036_N712-N503_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_037	296M1_GFP+_180208_l1	021	037	180208_Hiseq3A_l1_037_N701-N504_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_038	296M1_GFP+_180208_l1	020	038	180208_Hiseq3A_l1_038_N702-N504_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_039	296M1_GFP+_180208_l1	019	039	180208_Hiseq3A_l1_039_N703-N504_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_040	296M1_GFP+_180208_l1	067	040	180208_Hiseq3A_l1_040_N704-N504_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_041	296M1_GFP+_180208_l1	068	041	180208_Hiseq3A_l1_041_N705-N504_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_042	296M1_GFP+_180208_l1	069	042	180208_Hiseq3A_l1_042_N706-N504_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_043	296M1_GFP+_180208_l1	024	043	180208_Hiseq3A_l1_043_N707-N504_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_044	296M1_GFP+_180208_l1	023	044	180208_Hiseq3A_l1_044_N708-N504_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_045	296M1_GFP+_180208_l1	022	045	180208_Hiseq3A_l1_045_N709-N504_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_046	296M1_GFP+_180208_l1	070	046	180208_Hiseq3A_l1_046_N710-N504_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_047	296M1_GFP+_180208_l1	071	047	180208_Hiseq3A_l1_047_N711-N504_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_048	296M1_GFP+_180208_l1	072	048	180208_Hiseq3A_l1_048_N712-N504_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_049	296M1_GFP+_180208_l1	025	049	180208_Hiseq3A_l1_049_N701-N505_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_050	296M1_GFP+_180208_l1	026	050	180208_Hiseq3A_l1_050_N702-N505_Dr_Sato_296M1_GFP+	0	296M1	GFP+
296M1_GFP+_180208_l1_051	296M1_GFP+_180208_l1	027	051	180208_Hiseq3A_l1_051_N703-N505_Dr_Sato_296M1_GFP+	0	296M1	GFP+
296M1_GFP+_180208_l1_052	296M1_GFP+_180208_l1	075	052	180208_Hiseq3A_l1_052_N704-N505_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_053	296M1_GFP+_180208_l1	074	053	180208_Hiseq3A_l1_053_N705-N505_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_054	296M1_GFP+_180208_l1	073	054	180208_Hiseq3A_l1_054_N706-N505_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_055	296M1_GFP+_180208_l1	028	055	180208_Hiseq3A_l1_055_N707-N505_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_056	296M1_GFP+_180208_l1	029	056	180208_Hiseq3A_l1_056_N708-N505_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_057	296M1_GFP+_180208_l1	030	057	180208_Hiseq3A_l1_057_N709-N505_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_058	296M1_GFP+_180208_l1	078	058	180208_Hiseq3A_l1_058_N710-N505_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_059	296M1_GFP+_180208_l1	077	059	180208_Hiseq3A_l1_059_N711-N505_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_060	296M1_GFP+_180208_l1	076	060	180208_Hiseq3A_l1_060_N712-N505_Dr_Sato_296M1_GFP+	0	296M1	GFP+
296M1_GFP+_180208_l1_061	296M1_GFP+_180208_l1	031	061	180208_Hiseq3A_l1_061_N701-N506_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_062	296M1_GFP+_180208_l1	032	062	180208_Hiseq3A_l1_062_N702-N506_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_063	296M1_GFP+_180208_l1	033	063	180208_Hiseq3A_l1_063_N703-N506_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_064	296M1_GFP+_180208_l1	081	064	180208_Hiseq3A_l1_064_N704-N506_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_065	296M1_GFP+_180208_l1	080	065	180208_Hiseq3A_l1_065_N705-N506_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_066	296M1_GFP+_180208_l1	079	066	180208_Hiseq3A_l1_066_N706-N506_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_067	296M1_GFP+_180208_l1	034	067	180208_Hiseq3A_l1_067_N707-N506_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_068	296M1_GFP+_180208_l1	035	068	180208_Hiseq3A_l1_068_N708-N506_Dr_Sato_296M1_GFP+	0	296M1	GFP+
296M1_GFP+_180208_l1_069	296M1_GFP+_180208_l1	036	069	180208_Hiseq3A_l1_069_N709-N506_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_070	296M1_GFP+_180208_l1	084	070	180208_Hiseq3A_l1_070_N710-N506_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_071	296M1_GFP+_180208_l1	083	071	180208_Hiseq3A_l1_071_N711-N506_Dr_Sato_296M1_GFP+	0	296M1	GFP+
296M1_GFP+_180208_l1_072	296M1_GFP+_180208_l1	082	072	180208_Hiseq3A_l1_072_N712-N506_Dr_Sato_296M1_GFP+	0	296M1	GFP+
296M1_GFP+_180208_l1_073	296M1_GFP+_180208_l1	037	073	180208_Hiseq3A_l1_073_N701-N507_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_074	296M1_GFP+_180208_l1	038	074	180208_Hiseq3A_l1_074_N702-N507_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_075	296M1_GFP+_180208_l1	039	075	180208_Hiseq3A_l1_075_N703-N507_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_076	296M1_GFP+_180208_l1	087	076	180208_Hiseq3A_l1_076_N704-N507_Dr_Sato_296M1_GFP+	0	296M1	GFP+
296M1_GFP+_180208_l1_077	296M1_GFP+_180208_l1	086	077	180208_Hiseq3A_l1_077_N705-N507_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_078	296M1_GFP+_180208_l1	085	078	180208_Hiseq3A_l1_078_N706-N507_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_079	296M1_GFP+_180208_l1	040	079	180208_Hiseq3A_l1_079_N707-N507_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_080	296M1_GFP+_180208_l1	041	080	180208_Hiseq3A_l1_080_N708-N507_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_081	296M1_GFP+_180208_l1	042	081	180208_Hiseq3A_l1_081_N709-N507_Dr_Sato_296M1_GFP+	0	296M1	GFP+
296M1_GFP+_180208_l1_082	296M1_GFP+_180208_l1	090	082	180208_Hiseq3A_l1_082_N710-N507_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_083	296M1_GFP+_180208_l1	089	083	180208_Hiseq3A_l1_083_N711-N507_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_084	296M1_GFP+_180208_l1	088	084	180208_Hiseq3A_l1_084_N712-N507_Dr_Sato_296M1_GFP+	0	296M1	GFP+
296M1_GFP+_180208_l1_085	296M1_GFP+_180208_l1	043	085	180208_Hiseq3A_l1_085_N701-N508_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_086	296M1_GFP+_180208_l1	044	086	180208_Hiseq3A_l1_086_N702-N508_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_087	296M1_GFP+_180208_l1	045	087	180208_Hiseq3A_l1_087_N703-N508_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_088	296M1_GFP+_180208_l1	093	088	180208_Hiseq3A_l1_088_N704-N508_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_089	296M1_GFP+_180208_l1	092	089	180208_Hiseq3A_l1_089_N705-N508_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_090	296M1_GFP+_180208_l1	091	090	180208_Hiseq3A_l1_090_N706-N508_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_091	296M1_GFP+_180208_l1	046	091	180208_Hiseq3A_l1_091_N707-N508_Dr_Sato_296M1_GFP+	0	296M1	GFP+
296M1_GFP+_180208_l1_092	296M1_GFP+_180208_l1	047	092	180208_Hiseq3A_l1_092_N708-N508_Dr_Sato_296M1_GFP+	0	296M1	GFP+
296M1_GFP+_180208_l1_093	296M1_GFP+_180208_l1	048	093	180208_Hiseq3A_l1_093_N709-N508_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_094	296M1_GFP+_180208_l1	096	094	180208_Hiseq3A_l1_094_N710-N508_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP+_180208_l1_095	296M1_GFP+_180208_l1	095	095	180208_Hiseq3A_l1_095_N711-N508_Dr_Sato_296M1_GFP+	0	296M1	GFP+
296M1_GFP+_180208_l1_096	296M1_GFP+_180208_l1	094	096	180208_Hiseq3A_l1_096_N712-N508_Dr_Sato_296M1_GFP+	1	296M1	GFP+
296M1_GFP-_180208_l2_001	296M1_GFP-_180208_l2	003	001	180208_Hiseq3A_l2_001_N701-N517_Dr_Sato_296M1_GFP-	0	296M1	GFP-
296M1_GFP-_180208_l2_002	296M1_GFP-_180208_l2	002	002	180208_Hiseq3A_l2_002_N702-N517_Dr_Sato_296M1_GFP-	0	296M1	GFP-
296M1_GFP-_180208_l2_003	296M1_GFP-_180208_l2	001	003	180208_Hiseq3A_l2_003_N703-N517_Dr_Sato_296M1_GFP-	0	296M1	GFP-
296M1_GFP-_180208_l2_004	296M1_GFP-_180208_l2	049	004	180208_Hiseq3A_l2_004_N704-N517_Dr_Sato_296M1_GFP-	0	296M1	GFP-
296M1_GFP-_180208_l2_005	296M1_GFP-_180208_l2	050	005	180208_Hiseq3A_l2_005_N705-N517_Dr_Sato_296M1_GFP-	0	296M1	GFP-
296M1_GFP-_180208_l2_006	296M1_GFP-_180208_l2	051	006	180208_Hiseq3A_l2_006_N706-N517_Dr_Sato_296M1_GFP-	0	296M1	GFP-
296M1_GFP-_180208_l2_007	296M1_GFP-_180208_l2	006	007	180208_Hiseq3A_l2_007_N707-N517_Dr_Sato_296M1_GFP-	1	296M1	GFP-
296M1_GFP-_180208_l2_008	296M1_GFP-_180208_l2	005	008	180208_Hiseq3A_l2_008_N708-N517_Dr_Sato_296M1_GFP-	0	296M1	GFP-
296M1_GFP-_180208_l2_009	296M1_GFP-_180208_l2	004	009	180208_Hiseq3A_l2_009_N709-N517_Dr_Sato_296M1_GFP-	0	296M1	GFP-
296M1_GFP-_180208_l2_010	296M1_GFP-_180208_l2	052	010	180208_Hiseq3A_l2_010_N710-N517_Dr_Sato_296M1_GFP-	0	296M1	GFP-
296M1_GFP-_180208_l2_011	296M1_GFP-_180208_l2	053	011	180208_Hiseq3A_l2_011_N711-N517_Dr_Sato_296M1_GFP-	0	296M1	GFP-
296M1_GFP-_180208_l2_012	296M1_GFP-_180208_l2	054	012	180208_Hiseq3A_l2_012_N712-N517_Dr_Sato_296M1_GFP-	0	296M1	GFP-
296M1_GFP-_180208_l2_013	296M1_GFP-_180208_l2	009	013	180208_Hiseq3A_l2_013_N701-N502_Dr_Sato_296M1_GFP-	1	296M1	GFP-
296M1_GFP-_180208_l2_014	296M1_GFP-_180208_l2	008	014	180208_Hiseq3A_l2_014_N702-N502_Dr_Sato_296M1_GFP-	1	296M1	GFP-
296M1_GFP-_180208_l2_015	296M1_GFP-_180208_l2	007	015	180208_Hiseq3A_l2_015_N703-N502_Dr_Sato_296M1_GFP-	1	296M1	GFP-
296M1_GFP-_180208_l2_016	296M1_GFP-_180208_l2	055	016	180208_Hiseq3A_l2_016_N704-N502_Dr_Sato_296M1_GFP-	0	296M1	GFP-
296M1_GFP-_180208_l2_017	296M1_GFP-_180208_l2	056	017	180208_Hiseq3A_l2_017_N705-N502_Dr_Sato_296M1_GFP-	0	296M1	GFP-
296M1_GFP-_180208_l2_018	296M1_GFP-_180208_l2	057	018	180208_Hiseq3A_l2_018_N706-N502_Dr_Sato_296M1_GFP-	0	296M1	GFP-
296M1_GFP-_180208_l2_019	296M1_GFP-_180208_l2	012	019	180208_Hiseq3A_l2_019_N707-N502_Dr_Sato_296M1_GFP-	0	296M1	GFP-
296M1_GFP-_180208_l2_020	296M1_GFP-_180208_l2	011	020	180208_Hiseq3A_l2_020_N708-N502_Dr_Sato_296M1_GFP-	1	296M1	GFP-
296M1_GFP-_180208_l2_021	296M1_GFP-_180208_l2	010	021	180208_Hiseq3A_l2_021_N709-N502_Dr_Sato_296M1_GFP-	1	296M1	GFP-
296M1_GFP-_180208_l2_022	296M1_GFP-_180208_l2	058	022	180208_Hiseq3A_l2_022_N710-N502_Dr_Sato_296M1_GFP-	0	296M1	GFP-
296M1_GFP-_180208_l2_023	296M1_GFP-_180208_l2	059	023	180208_Hiseq3A_l2_023_N711-N502_Dr_Sato_296M1_GFP-	0	296M1	GFP-
296M1_GFP-_180208_l2_024	296M1_GFP-_180208_l2	060	024	180208_Hiseq3A_l2_024_N712-N502_Dr_Sato_296M1_GFP-	0	296M1	GFP-
296M1_GFP-_180208_l2_025	296M1_GFP-_180208_l2	015	025	180208_Hiseq3A_l2_025_N701-N503_Dr_Sato_296M1_GFP-	1	296M1	GFP-
296M1_GFP-_180208_l2_026	296M1_GFP-_180208_l2	014	026	180208_Hiseq3A_l2_026_N702-N503_Dr_Sato_296M1_GFP-	1	296M1	GFP-
296M1_GFP-_180208_l2_027	296M1_GFP-_180208_l2	013	027	180208_Hiseq3A_l2_027_N703-N503_Dr_Sato_296M1_GFP-	1	296M1	GFP-
296M1_GFP-_180208_l2_028	296M1_GFP-_180208_l2	061	028	180208_Hiseq3A_l2_028_N704-N503_Dr_Sato_296M1_GFP-	0	296M1	GFP-
296M1_GFP-_180208_l2_029	296M1_GFP-_180208_l2	062	029	180208_Hiseq3A_l2_029_N705-N503_Dr_Sato_296M1_GFP-	0	296M1	GFP-
296M1_GFP-_180208_l2_030	296M1_GFP-_180208_l2	063	030	180208_Hiseq3A_l2_030_N706-N503_Dr_Sato_296M1_GFP-	0	296M1	GFP-
296M1_GFP-_180208_l2_031	296M1_GFP-_180208_l2	018	031	180208_Hiseq3A_l2_031_N707-N503_Dr_Sato_296M1_GFP-	1	296M1	GFP-
296M1_GFP-_180208_l2_032	296M1_GFP-_180208_l2	017	032	180208_Hiseq3A_l2_032_N708-N503_Dr_Sato_296M1_GFP-	1	296M1	GFP-
296M1_GFP-_180208_l2_033	296M1_GFP-_180208_l2	016	033	180208_Hiseq3A_l2_033_N709-N503_Dr_Sato_296M1_GFP-	0	296M1	GFP-
296M1_GFP-_180208_l2_034	296M1_GFP-_180208_l2	064	034	180208_Hiseq3A_l2_034_N710-N503_Dr_Sato_296M1_GFP-	0	296M1	GFP-
296M1_GFP-_180208_l2_035	296M1_GFP-_180208_l2	065	035	180208_Hiseq3A_l2_035_N711-N503_Dr_Sato_296M1_GFP-	0	296M1	GFP-
296M1_GFP-_180208_l2_036	296M1_GFP-_180208_l2	066	036	180208_Hiseq3A_l2_036_N712-N503_Dr_Sato_296M1_GFP-	0	296M1	GFP-
296M1_GFP-_180208_l2_037	296M1_GFP-_180208_l2	021	037	180208_Hiseq3A_l2_037_N701-N504_Dr_Sato_296M1_GFP-	1	296M1	GFP-
296M1_GFP-_180208_l2_038	296M1_GFP-_180208_l2	020	038	180208_Hiseq3A_l2_038_N702-N504_Dr_Sato_296M1_GFP-	1	296M1	GFP-
296M1_GFP-_180208_l2_039	296M1_GFP-_180208_l2	019	039	180208_Hiseq3A_l2_039_N703-N504_Dr_Sato_296M1_GFP-	1	296M1	GFP-
296M1_GFP-_180208_l2_040	296M1_GFP-_180208_l2	067	040	180208_Hiseq3A_l2_040_N704-N504_Dr_Sato_296M1_GFP-	0	296M1	GFP-
296M1_GFP-_180208_l2_041	296M1_GFP-_180208_l2	068	041	180208_Hiseq3A_l2_041_N705-N504_Dr_Sato_296M1_GFP-	0	296M1	GFP-
296M1_GFP-_180208_l2_042	296M1_GFP-_180208_l2	069	042	180208_Hiseq3A_l2_042_N706-N504_Dr_Sato_296M1_GFP-	0	296M1	GFP-
296M1_GFP-_180208_l2_043	296M1_GFP-_180208_l2	024	043	180208_Hiseq3A_l2_043_N707-N504_Dr_Sato_296M1_GFP-	0	296M1	GFP-
296M1_GFP-_180208_l2_044	296M1_GFP-_180208_l2	023	044	180208_Hiseq3A_l2_044_N708-N504_Dr_Sato_296M1_GFP-	1	296M1	GFP-
296M1_GFP-_180208_l2_045	296M1_GFP-_180208_l2	022	045	180208_Hiseq3A_l2_045_N709-N504_Dr_Sato_296M1_GFP-	0	296M1	GFP-
296M1_GFP-_180208_l2_046	296M1_GFP-_180208_l2	070	046	180208_Hiseq3A_l2_046_N710-N504_Dr_Sato_296M1_GFP-	0	296M1	GFP-
296M1_GFP-_180208_l2_047	296M1_GFP-_180208_l2	071	047	180208_Hiseq3A_l2_047_N711-N504_Dr_Sato_296M1_GFP-	0	296M1	GFP-
296M1_GFP-_180208_l2_048	296M1_GFP-_180208_l2	072	048	180208_Hiseq3A_l2_048_N712-N504_Dr_Sato_296M1_GFP-	0	296M1	GFP-
296M1_GFP-_180208_l2_049	296M1_GFP-_180208_l2	025	049	180208_Hiseq3A_l2_049_N701-N505_Dr_Sato_296M1_GFP-	0	296M1	GFP-
296M1_GFP-_180208_l2_050	296M1_GFP-_180208_l2	026	050	180208_Hiseq3A_l2_050_N702-N505_Dr_Sato_296M1_GFP-	0	296M1	GFP-
296M1_GFP-_180208_l2_051	296M1_GFP-_180208_l2	027	051	180208_Hiseq3A_l2_051_N703-N505_Dr_Sato_296M1_GFP-	0	296M1	GFP-
296M1_GFP-_180208_l2_052	296M1_GFP-_180208_l2	075	052	180208_Hiseq3A_l2_052_N704-N505_Dr_Sato_296M1_GFP-	0	296M1	GFP-
296M1_GFP-_180208_l2_053	296M1_GFP-_180208_l2	074	053	180208_Hiseq3A_l2_053_N705-N505_Dr_Sato_296M1_GFP-	0	296M1	GFP-
296M1_GFP-_180208_l2_054	296M1_GFP-_180208_l2	073	054	180208_Hiseq3A_l2_054_N706-N505_Dr_Sato_296M1_GFP-	0	296M1	GFP-
296M1_GFP-_180208_l2_055	296M1_GFP-_180208_l2	028	055	180208_Hiseq3A_l2_055_N707-N505_Dr_Sato_296M1_GFP-	1	296M1	GFP-
296M1_GFP-_180208_l2_056	296M1_GFP-_180208_l2	029	056	180208_Hiseq3A_l2_056_N708-N505_Dr_Sato_296M1_GFP-	0	296M1	GFP-
296M1_GFP-_180208_l2_057	296M1_GFP-_180208_l2	030	057	180208_Hiseq3A_l2_057_N709-N505_Dr_Sato_296M1_GFP-	0	296M1	GFP-
296M1_GFP-_180208_l2_058	296M1_GFP-_180208_l2	078	058	180208_Hiseq3A_l2_058_N710-N505_Dr_Sato_296M1_GFP-	0	296M1	GFP-
296M1_GFP-_180208_l2_059	296M1_GFP-_180208_l2	077	059	180208_Hiseq3A_l2_059_N711-N505_Dr_Sato_296M1_GFP-	0	296M1	GFP-
296M1_GFP-_180208_l2_060	296M1_GFP-_180208_l2	076	060	180208_Hiseq3A_l2_060_N712-N505_Dr_Sato_296M1_GFP-	0	296M1	GFP-
296M1_GFP-_180208_l2_061	296M1_GFP-_180208_l2	031	061	180208_Hiseq3A_l2_061_N701-N506_Dr_Sato_296M1_GFP-	0	296M1	GFP-
